NAME : portgen-200-1005
COMMENT : portgen N=200, seed=1005
TYPE : TSP
DIMENSION : 200
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 1982 1345
2 366 1650
3 2205 1334
4 241 3133
5 2060 1849
6 2391 1186
7 1716 2593
8 1779 94
9 2109 2428
10 955 2350
11 663 1699
12 3028 869
13 900 207
14 1579 1504
15 75 43
16 2036 17
17 2403 3054
18 2294 2342
19 1099 3085
20 2813 2382
21 38 604
22 79 2417
23 1860 2722
24 803 944
25 2129 486
26 1655 1024
27 2203 2519
28 529 1965
29 2105 474
30 2519 3025
31 234 319
32 320 2840
33 1811 1786
34 1107 2462
35 732 2220
36 2453 1164
37 299 469
38 695 2802
39 2659 508
40 340 2098
41 1264 1105
42 2148 213
43 2971 1717
44 2859 2725
45 1243 508
46 1235 1800
47 2352 592
48 3092 2036
49 305 2772
50 1722 2221
51 62 294
52 604 31
53 2384 550
54 2038 1990
55 2711 1975
56 2268 2542
57 2394 2011
58 1789 1597
59 1129 2891
60 2911 2937
61 1480 1497
62 739 1674
63 2157 2158
64 560 267
65 1247 145
66 764 669
67 960 1527
68 2992 1884
69 1873 137
70 1586 1374
71 587 3131
72 2976 1468
73 2190 2901
74 1060 678
75 1597 933
76 1476 38
77 1525 1577
78 1457 2556
79 2497 2239
80 202 499
81 1839 1901
82 403 1336
83 1387 2300
84 2729 925
85 2983 2051
86 536 450
87 1293 1978
88 1461 1442
89 3134 2325
90 216 2764
91 2824 1484
92 65 747
93 1468 2025
94 265 2787
95 140 692
96 2318 947
97 316 2697
98 838 137
99 1838 998
100 7 747
101 2929 1898
102 462 1996
103 1271 3154
104 3136 778
105 108 2594
106 2290 2873
107 2099 2673
108 1343 892
109 1584 868
110 498 1250
111 462 1730
112 918 2236
113 2284 1800
114 3151 2459
115 706 1469
116 1469 2356
117 2216 785
118 473 3114
119 2548 554
120 2566 576
121 441 2559
122 2289 2052
123 229 588
124 29 1243
125 412 2200
126 148 2541
127 291 1700
128 2441 573
129 2844 2839
130 1522 1320
131 606 2581
132 1374 2695
133 2153 2893
134 584 46
135 2443 755
136 863 341
137 455 1460
138 1101 1083
139 1439 2380
140 2957 1711
141 2119 311
142 937 2549
143 862 2051
144 981 2684
145 1794 742
146 2530 2501
147 1274 1810
148 2876 99
149 2104 828
150 951 2309
151 2312 811
152 1448 1864
153 81 2999
154 1604 905
155 838 389
156 2754 159
157 1044 779
158 1952 1268
159 1306 2727
160 2982 2053
161 789 2918
162 2258 134
163 1606 51
164 2055 1754
165 1379 1265
166 2642 533
167 1542 2567
168 2120 1959
169 2429 157
170 596 2757
171 744 1417
172 2865 2904
173 3116 2775
174 243 1140
175 204 2824
176 1207 349
177 2612 2848
178 2829 1778
179 2432 2044
180 2906 1284
181 569 1446
182 308 1243
183 2808 1337
184 457 1303
185 826 2340
186 1025 166
187 2523 157
188 846 440
189 305 2572
190 467 2991
191 782 11
192 2010 94
193 695 1196
194 225 298
195 2922 782
196 1501 1126
197 2493 1418
198 1732 578
199 2057 2707
200 2057 2675
